landraces
Kalanamak dwarf
Pusa Basmati-1
PB-1121
CR 909
BPT-5204
COR 307
Paddy 301
Sauthiyari Satha Dhan
Rajendra Bhagwoti
Sikichan
Kalanamak local
Jhumka Dhan
Damani
Gude Dhan
PB-1509
Jerneli
17 NS-111
Sawamahsuli sub-1 Early
Rajendra Kasturi
Ghaiyadhan
Nilima 135
Sathadhaan
Bahuguni-1
Pusa Sugand-5
MKR 47
Kalanamak Badaiyatal
Chhya Dhan
Sinduri
Khushi-27
Sugapankhi
Malaysia Mansuli
Seto Satha
Chhungada
Satha
Rato Aanadi
Kanak Jeera
Makarkaddu
Bhuja Dhan
Phul Birangi
Chapa Chini
Tilki
Rato Anami
Kalo nuniya
Anadi
Rambela
Simtharo
Gola Asan
Rato Dhaan
Budbudiya
NP 333
Khajuwa
Ghaiya-1
Dhunge Dhan
Saandaar
Jire dhan-1
Jaran Seto
Mansuli
Sabitri
Gauriya
Bagadi dhaan
Mean
CV
LSD
SEM
